Months,Country,Year,Value,Source,Notes,ISO3
April,Jamaica,2007,103,277,"2833,5941",JAM
April,Dominican Republic,2007,80.45225988,270,"5947,2839",DOM
November,Montserrat,2007,223.7,,,MSR
October,Montserrat,2007,223.7,,,MSR
September,Montserrat,2007,222.5,,,MSR
August,Montserrat,2007,223.3,,,MSR
July,Montserrat,2007,223,,,MSR
June,Montserrat,2007,222.6,,,MSR
May,Montserrat,2007,221.8,,,MSR
April,Montserrat,2007,221.5,,,MSR
March,Montserrat,2007,220.3,,,MSR
February,Montserrat,2007,219.4,,,MSR
January,Montserrat,2007,219,,,MSR
August,Barbados,2007,121.5,275,"2822,5931",BRB
January,Antigua and Barbuda,2007,111.14,931,,ATG
January,Bahamas,2007,92.45,274,"5930,3775",BHS
January,Barbados,2007,118.2,275,"2822,5931",BRB
January,Cuba,2007,119.1,,,CUB
January,Dominica,2007,89.007,936,5910,DMA
January,Grenada,2007,90.47,937,5910,GRD
January,Guyana,2007,84.7968,938,"5938,5958",GUY
January,Haiti,2007,134.2,276,"2831,5962",HTI
January,Jamaica,2007,101,277,"2833,5941",JAM
January,Dominican Republic,2007,78.93809835,270,"5947,2839",DOM
January,Saint Kitts and Nevis,2007,92.56,939,5910,KNA
February,Suriname,2007,84.3314726,926,"5949,2841",SUR
February,Saint Vincent and the Grenadines,2007,86.98059,940,5910,VCT
February,Saint Kitts and Nevis,2007,92.61,939,5910,KNA
February,Dominican Republic,2007,79.17956876,270,"5947,2839",DOM
February,Jamaica,2007,101.3,277,"2833,5941",JAM
January,Saint Vincent and the Grenadines,2007,86.95026,940,5910,VCT
January,Suriname,2007,84.52311062,926,"2841,5949",SUR
January,Trinidad and Tobago,2007,127.2,278,"2842,5950",TTO
February,Antigua and Barbuda,2007,111.14,931,,ATG
February,Bahamas,2007,92.56,274,"3775,5930",BHS
February,Barbados,2007,118.1,275,"2822,5931",BRB
February,Belize,2007,92.008,934,"1011,5952",BLZ
February,Cuba,2007,119.5,,,CUB
February,Dominica,2007,89.096,936,5910,DMA
February,Grenada,2007,90.51,937,5910,GRD
February,Guyana,2007,85.0508,938,"5938,5958",GUY
February,Haiti,2007,135.3,276,"2831,5962",HTI
August,Antigua and Barbuda,2007,113.38,931,,ATG
July,Trinidad and Tobago,2007,133.1,278,"2842,5950",TTO
July,Suriname,2007,89.97321865,926,"2841,5949",SUR
July,Saint Vincent and the Grenadines,2007,90.93115,940,5910,VCT
July,Saint Kitts and Nevis,2007,94.55,939,5910,KNA
July,Dominican Republic,2007,81.84426579,270,"5947,2839",DOM
July,Jamaica,2007,106.2,277,"5941,2833",JAM
July,Haiti,2007,139.5,276,"2831,5962",HTI
July,Guyana,2007,90.1306,938,"5938,5958",GUY
July,Grenada,2007,92.64,937,5910,GRD
July,Dominica,2007,91.443,936,5910,DMA
July,Cuba,2007,123.7,,,CUB
July,Barbados,2007,120.6,275,"2822,5931",BRB
July,Bahamas,2007,93.46,274,"3775,5930",BHS
July,Antigua and Barbuda,2007,111.98,931,,ATG
October,Guyana,2007,90.3846,938,"5938,5958",GUY
April,Dominica,2008,96.616,936,5910,DMA
April,Grenada,2008,98.74,937,5910,GRD
May,Dominica,2008,97.555,936,5910,DMA
May,Grenada,2008,99.36,937,5910,GRD
July,Dominica,2008,98.324,936,5910,DMA
July,Grenada,2008,101.29,937,5910,GRD
August,Dominica,2008,98.227,936,5910,DMA
August,Grenada,2008,101.98,937,5910,GRD
October,Dominica,2008,98.47,936,5910,DMA
October,Grenada,2008,102.86,937,5910,GRD
November,Dominica,2008,97.547,936,5910,DMA
November,Grenada,2008,102.87,937,5910,GRD
September,Montserrat,2008,236.6,,,MSR
August,Montserrat,2008,236.6,,,MSR
July,Montserrat,2008,235.1,,,MSR
June,Montserrat,2008,233.9,,,MSR
May,Montserrat,2008,230.7,,,MSR
April,Montserrat,2008,230.1,,,MSR
March,Montserrat,2008,227.4,,,MSR
February,Montserrat,2008,226.4,,,MSR
November,Suriname,2008,102.689243,926,"5949,2841",SUR
September,Saint Lucia,2008,104.11,925,"5948,2840",LCA
September,Saint Kitts and Nevis,2008,100.91,939,5910,KNA
June,Saint Lucia,2008,102.61,925,"5948,2840",LCA
May,Suriname,2008,100.8130081,926,"2841,5949",SUR
March,Suriname,2008,96.1722488,926,"2841,5949",SUR
January,Montserrat,2008,226.4,,,MSR
February,Saint Lucia,2008,99.43,925,"2840,5948",LCA
April,Saint Kitts and Nevis,2008,96.38,939,5910,KNA
April,Saint Vincent and the Grenadines,2008,96.12527,940,5910,VCT
April,Saint Lucia,2008,101.41,925,"2840,5948",LCA
May,Saint Kitts and Nevis,2008,97.8,939,5910,KNA
May,Saint Vincent and the Grenadines,2008,99.64362,940,5910,VCT
May,Saint Lucia,2008,101.56,925,"2840,5948",LCA
July,Saint Kitts and Nevis,2008,98.88,939,5910,KNA
July,Saint Vincent and the Grenadines,2008,100.47012,940,5910,VCT
July,Saint Lucia,2008,103.25,925,"2840,5948",LCA
August,Saint Kitts and Nevis,2008,99.46,939,5910,KNA
August,Saint Vincent and the Grenadines,2008,101.6151,940,5910,VCT
August,Saint Lucia,2008,103.36,925,"2840,5948",LCA
October,Saint Kitts and Nevis,2008,101.94,939,5910,KNA
October,Saint Vincent and the Grenadines,2008,102.39612,940,5910,VCT
October,Saint Lucia,2008,104.27,925,"2840,5948",LCA
November,Saint Kitts and Nevis,2008,101.55,939,5910,KNA
November,Saint Vincent and the Grenadines,2008,101.94116,940,5910,VCT
October,Montserrat,2008,239.7,,,MSR
November,Montserrat,2008,238.4,,,MSR
December,Montserrat,2008,236.6,,,MSR
November,Saint Lucia,2008,104.56,925,"2840,5948",LCA
January,Aruba,2008,109.9,,,ABW
April,Aruba,2008,112.3,,,ABW
July,Aruba,2008,116,,,ABW
October,Aruba,2008,119.4,,,ABW
December,Trinidad and Tobago,2008,156.8,278,"5950,2842",TTO
December,Suriname,2008,101.1851364,926,"5949,2841",SUR
December,Saint Lucia,2008,104.51,925,"2840,5948",LCA
December,Saint Vincent and the Grenadines,2008,102.09281,940,5910,VCT
December,Saint Kitts and Nevis,2008,100.96,939,5910,KNA
December,Dominican Republic,2008,88.99747166,270,"5947,2839",DOM
December,Jamaica,2008,136.5,277,"2833,5941",JAM
December,Haiti,2008,161.7,276,"2831,5962",HTI
December,Guyana,2008,96.4804,938,"5938,5958",GUY
December,Grenada,2008,102.29,937,5910,GRD
December,Dominica,2008,95.839,936,5910,DMA
December,Cuba,2008,124,,,CUB
December,Barbados,2008,132.7,275,"2822,5931",BRB
December,Bahamas,2008,98.84,274,"3775,5930",BHS
December,Antigua and Barbuda,2008,117.54,931,,ATG
November,Trinidad and Tobago,2008,156.7,278,"2842,5950",TTO
November,Dominican Republic,2008,90.26448112,270,"5947,2839",DOM
February,Jamaica,2008,121.5,277,"5941,2833",JAM
February,Haiti,2008,151.4,276,"2831,5962",HTI
February,Guyana,2008,92.852,938,"5938,5958",GUY
February,Grenada,2008,97.5,937,5910,GRD
February,Dominica,2008,94.139,936,5910,DMA
February,Cuba,2008,123.8,,,CUB
February,Belize,2008,96.361,934,"1011,5952",BLZ
February,Barbados,2008,123.8,275,"5931,2822",BRB
February,Bahamas,2008,94.92,274,"3775,5930",BHS
February,Antigua and Barbuda,2008,117.26,931,,ATG
January,Trinidad and Tobago,2008,139.9,278,"5950,2842",TTO
January,Suriname,2008,94.24326834,926,"5949,2841",SUR
January,Saint Lucia,2008,100,925,"2840,5948",LCA
January,Saint Vincent and the Grenadines,2008,95.13194,940,5910,VCT
April,Antigua and Barbuda,2008,118.04,931,,ATG
May,Antigua and Barbuda,2008,118.41,931,,ATG
July,Antigua and Barbuda,2008,119.91,931,,ATG
August,Antigua and Barbuda,2008,119.93,931,,ATG
October,Antigua and Barbuda,2008,120.01,931,,ATG
November,Antigua and Barbuda,2008,120.27,931,,ATG
November,Jamaica,2008,136.4,277,"2833,5941",JAM
November,Haiti,2008,165.4,276,"2831,5962",HTI
November,Guyana,2008,95.791,938,"5938,5958",GUY
November,Cuba,2008,125.2,,,CUB
November,Belize,2008,99.35,934,"5952,1011",BLZ
November,Barbados,2008,134.5,275,"2822,5931",BRB
November,Bahamas,2008,99.15,274,"5930,3775",BHS
October,Trinidad and Tobago,2008,156.3,278,"5950,2842",TTO
October,Dominican Republic,2008,93.32405329,270,"5947,2839",DOM
October,Jamaica,2008,136.9,277,"2833,5941",JAM
October,Haiti,2008,169.4,276,"2831,5962",HTI
October,Guyana,2008,97.5327,938,"5938,5958",GUY
January,Saint Kitts and Nevis,2008,95.15,939,5910,KNA
January,Dominican Republic,2008,86.07994091,270,"5947,2839",DOM
January,Jamaica,2008,119.4,277,"5941,2833",JAM
January,Haiti,2008,149,276,"2831,5962",HTI
January,Guyana,2008,91.9448,938,"5958,5938",GUY
January,Grenada,2008,97.32,937,5910,GRD
January,Dominica,2008,93.653,936,5910,DMA
January,Cuba,2008,123.6,,,CUB
January,Barbados,2008,123.7,275,"2822,5931",BRB
January,Bahamas,2008,94.62,274,"3775,5930",BHS
January,Antigua and Barbuda,2008,116.99,931,,ATG
October,Cuba,2008,125.9,,,CUB
October,Barbados,2008,134.8,275,"2822,5931",BRB
October,Bahamas,2008,99.39,274,"3775,5930",BHS
September,Trinidad and Tobago,2008,154,278,"5950,2842",TTO
September,Suriname,2008,106.3146998,926,"2841,5949",SUR
September,Saint Vincent and the Grenadines,2008,102.72217,940,5910,VCT
September,Dominican Republic,2008,94.30982074,270,"5947,2839",DOM
September,Jamaica,2008,136.5,277,"2833,5941",JAM
September,Haiti,2008,170.9,276,"2831,5962",HTI
September,Guyana,2008,97.7504,938,"5938,5958",GUY
September,Grenada,2008,102.46,937,5910,GRD
September,Dominica,2008,98.559,936,5910,DMA
September,Cuba,2008,128,,,CUB
September,Barbados,2008,135.9,275,"2822,5931",BRB
September,Bahamas,2008,99.12,274,"3775,5930",BHS
September,Antigua and Barbuda,2008,120.42,931,,ATG
August,Trinidad and Tobago,2008,151.8,278,"5950,2842",TTO
August,Suriname,2008,106.1780105,926,"5949,2841",SUR
August,Dominican Republic,2008,93.1649669,270,"5947,2839",DOM
August,Jamaica,2008,135.6,277,"2833,5941",JAM
August,Haiti,2008,166.5,276,"2831,5962",HTI
August,Guyana,2008,96.9158,938,"5938,5958",GUY
August,Cuba,2008,126,,,CUB
August,Belize,2008,102.014,934,"1011,5952",BLZ
August,Barbados,2008,134.7,275,"2822,5931",BRB
August,Bahamas,2008,99.1,274,"3775,5930",BHS
July,Trinidad and Tobago,2008,148.9,278,"2842,5950",TTO
July,Suriname,2008,104.9317943,926,"2841,5949",SUR
July,Dominican Republic,2008,93.07974205,270,"5947,2839",DOM
July,Jamaica,2008,134,277,"2833,5941",JAM
July,Haiti,2008,165,276,"2831,5962",HTI
July,Guyana,2008,95.9724,938,"5938,5958",GUY
July,Cuba,2008,125.4,,,CUB
July,Barbados,2008,132.9,275,"5931,2822",BRB
July,Bahamas,2008,98.56,274,"3775,5930",BHS
February,Dominican Republic,2008,86.05153263,270,"5947,2839",DOM
June,Trinidad and Tobago,2008,145.5,278,"2842,5950",TTO
June,Suriname,2008,103.3126294,926,"2841,5949",SUR
June,Saint Vincent and the Grenadines,2008,100.28814,940,5910,VCT
June,Saint Kitts and Nevis,2008,99.22,939,5910,KNA
June,Dominican Republic,2008,91.59682964,270,"2839,5947",DOM
June,Jamaica,2008,130.3,277,"5941,2833",JAM
June,Haiti,2008,162.3,276,"2831,5962",HTI
June,Guyana,2008,95.9361,938,"5938,5958",GUY
June,Grenada,2008,100.6,937,5910,GRD
June,Dominica,2008,98.154,936,5910,DMA
June,Cuba,2008,125.3,,,CUB
June,Barbados,2008,130.7,275,"2822,5931",BRB
June,Bahamas,2008,97.95,274,"5930,3775",BHS
June,Antigua and Barbuda,2008,118.95,931,,ATG
May,Trinidad and Tobago,2008,143.1,278,"2842,5950",TTO
May,Dominican Republic,2008,89.46620835,270,"2839,5947",DOM
May,Jamaica,2008,127.8,277,"2833,5941",JAM
May,Haiti,2008,160.7,276,"2831,5962",HTI
May,Guyana,2008,95.3919,938,"5958,5938",GUY
May,Cuba,2008,124.4,,,CUB
May,Belize,2008,99.35,934,"1011,5952",BLZ
May,Barbados,2008,129.1,275,"5931,2822",BRB
May,Bahamas,2008,97.66,274,"3775,5930",BHS
April,Trinidad and Tobago,2008,141.3,278,"2842,5950",TTO
April,Suriname,2008,100.1986097,926,"2841,5949",SUR
April,Dominican Republic,2008,89.16792137,270,"2839,5947",DOM
April,Jamaica,2008,124.8,277,"5941,2833",JAM
April,Haiti,2008,159.9,276,"2831,5962",HTI
April,Guyana,2008,95.4644,938,"5938,5958",GUY
April,Cuba,2008,123.5,,,CUB
April,Barbados,2008,127.1,275,"2822,5931",BRB
April,Bahamas,2008,96.5,274,"3775,5930",BHS
March,Trinidad and Tobago,2008,140.5,278,"5950,2842",TTO
March,Saint Lucia,2008,100.73,925,"2840,5948",LCA
March,Saint Vincent and the Grenadines,2008,96.22384,940,5910,VCT
March,Saint Kitts and Nevis,2008,96.34,939,5910,KNA
March,Dominican Republic,2008,87.52308173,270,"5947,2839",DOM
March,Jamaica,2008,122.9,277,"2833,5941",JAM
March,Haiti,2008,158.2,276,"2831,5962",HTI
March,Guyana,2008,95.029,938,"5958,5938",GUY
March,Grenada,2008,97.96,937,5910,GRD
March,Dominica,2008,96.098,936,5910,DMA
March,Cuba,2008,123.5,,,CUB
March,Barbados,2008,124.1,275,"2822,5931",BRB
March,Bahamas,2008,95.01,274,"3775,5930",BHS
March,Antigua and Barbuda,2008,117.31,931,,ATG
February,Trinidad and Tobago,2008,139.6,278,"5950,2842",TTO
February,Suriname,2008,94.44967074,926,"2841,5949",SUR
February,Saint Vincent and the Grenadines,2008,95.75372,940,5910,VCT
February,Saint Kitts and Nevis,2008,95.91,939,5910,KNA
October,Suriname,2008,106.0574949,926,"2841,5949",SUR
August,Aruba,2009,114.7,,,ABW
July,Grenada,2009,99.62,937,5910,GRD
July,Saint Kitts and Nevis,2009,100.83,939,5910,KNA
July,Aruba,2009,112.5,,,ABW
June,Aruba,2009,109.9,,,ABW
May,Aruba,2009,109.3,,,ABW
April,Aruba,2009,109,,,ABW
March,Aruba,2009,108.3,,,ABW
February,Aruba,2009,107.4,,,ABW
January,Aruba,2009,107.9,,,ABW
January,Bahamas,2009,90.14,274,"3775,5930",BHS
January,Barbados,2009,132.3,275,"2822,5931",BRB
July,Saint Vincent and the Grenadines,2009,99.33273,940,5910,VCT
July,Saint Lucia,2009,102.67,925,"2840,5948",LCA
August,Antigua and Barbuda,2009,118.22,931,,ATG
August,Belize,2009,98.376,934,"1011,5952",BLZ
August,Dominica,2009,97.71715373,936,5910,DMA
January,Cuba,2009,123.2,,,CUB
January,Guyana,2009,99.4557,938,"5938,5958",GUY
January,Haiti,2009,161,276,"2831,5962",HTI
January,Jamaica,2009,136,277,"5941,2833",JAM
August,Grenada,2009,99.86,937,5910,GRD
August,Saint Kitts and Nevis,2009,101.77,939,5910,KNA
January,Dominican Republic,2009,89.24746456,270,"2839,5947",DOM
January,Suriname,2009,101.5,926,"2841,5949",SUR
January,Trinidad and Tobago,2009,156.2,278,"2842,5950",TTO
February,Bahamas,2009,99.05,274,"3775,5930",BHS
September,Aruba,2009,114.5,,,ABW
October,Aruba,2009,115,,,ABW
November,Aruba,2009,114.6,,,ABW
December,Aruba,2009,114.9,,,ABW
August,Saint Vincent and the Grenadines,2009,99.70428,940,5910,VCT
August,Saint Lucia,2009,102.4,925,"5948,2840",LCA
September,Antigua and Barbuda,2009,119.47,931,,ATG
December,Montserrat,2009,242.4,,,MSR
November,Montserrat,2009,242.7,,,MSR
September,Dominica,2009,97.84667692,936,5910,DMA
September,Grenada,2009,99.96,937,5910,GRD
September,Saint Kitts and Nevis,2009,100.96,939,5910,KNA
September,Saint Vincent and the Grenadines,2009,99.78769,940,5910,VCT
September,Saint Lucia,2009,102.46,925,"2840,5948",LCA
October,Montserrat,2009,242.4,,,MSR
September,Montserrat,2009,240.6,,,MSR
August,Montserrat,2009,239.8,,,MSR
July,Montserrat,2009,240.7,,,MSR
June,Montserrat,2009,239.6,,,MSR
May,Montserrat,2009,238.6,,,MSR
April,Montserrat,2009,238.7,,,MSR
March,Montserrat,2009,237,,,MSR
October,Antigua and Barbuda,2009,120.45,931,,ATG
October,Dominica,2009,98.1866753,936,5910,DMA
October,Grenada,2009,99.53,937,5910,GRD
October,Saint Kitts and Nevis,2009,100.47,939,5910,KNA
February,Barbados,2009,132.8,275,"2822,5931",BRB
February,Belize,2009,97.791,934,"1011,5952",BLZ
February,Cuba,2009,123.5,,,CUB
February,Guyana,2009,96.9884,938,"5938,5958",GUY
February,Montserrat,2009,236.8,,,MSR
January,Montserrat,2009,236.6,,,MSR
February,Haiti,2009,160.3,276,"2831,5962",HTI
February,Jamaica,2009,137.1,277,"2833,5941",JAM
February,Dominican Republic,2009,89.52018409,270,"2839,5947",DOM
February,Suriname,2009,100.4,926,"2841,5949",SUR
October,Saint Vincent and the Grenadines,2009,99.33273,940,5910,VCT
October,Saint Lucia,2009,101.9,925,"5948,2840",LCA
February,Trinidad and Tobago,2009,155.9,278,"2842,5950",TTO
March,Bahamas,2009,99.09,274,"5930,3775",BHS
March,Barbados,2009,132.3,275,"5931,2822",BRB
March,Cuba,2009,123.1,,,CUB
March,Guyana,2009,96.8795,938,"5938,5958",GUY
March,Haiti,2009,159.8,276,"2831,5962",HTI
March,Jamaica,2009,138.2,277,"2833,5941",JAM
March,Dominican Republic,2009,89.5315474,270,"2839,5947",DOM
March,Suriname,2009,100.5,926,"5949,2841",SUR
March,Trinidad and Tobago,2009,156.4,278,"2842,5950",TTO
April,Bahamas,2009,99.3,274,"3775,5930",BHS
April,Barbados,2009,131.9,275,"2822,5931",BRB
April,Cuba,2009,124.6,,,CUB
April,Guyana,2009,96.299,938,"5938,5958",GUY
April,Haiti,2009,160,276,"5962,2831",HTI
April,Jamaica,2009,138.8,277,"5941,2833",JAM
April,Dominican Republic,2009,89.78722195,270,"2839,5947",DOM
April,Suriname,2009,100.9,926,"5949,2841",SUR
April,Trinidad and Tobago,2009,158.1,278,"2842,5950",TTO
May,Bahamas,2009,99.37,274,"5930,3775",BHS
May,Barbados,2009,132,275,"2822,5931",BRB
May,Belize,2009,97.661,934,"5952,1011",BLZ
May,Cuba,2009,122.8,,,CUB
May,Guyana,2009,97.0972,938,"5938,5958",GUY
May,Haiti,2009,160.1,276,"2831,5962",HTI
May,Jamaica,2009,140,277,"2833,5941",JAM
May,Dominican Republic,2009,89.88949178,270,"2839,5947",DOM
May,Suriname,2009,99.2,926,"2841,5949",SUR
May,Trinidad and Tobago,2009,157.8,278,"2842,5950",TTO
June,Bahamas,2009,99.51,274,"5930,3775",BHS
June,Barbados,2009,133.1,275,"2822,5931",BRB
June,Cuba,2009,122.7,,,CUB
June,Guyana,2009,97.7504,938,"5938,5958",GUY
June,Haiti,2009,160.6,276,"2831,5962",HTI
June,Jamaica,2009,142,277,"2833,5941",JAM
June,Dominican Republic,2009,91.83261839,270,"5947,2839",DOM
November,Antigua and Barbuda,2009,120.16,931,,ATG
November,Belize,2009,98.96,934,"1011,5952",BLZ
November,Dominica,2009,98.33238889,936,5910,DMA
November,Grenada,2009,99.58,937,5910,GRD
November,Saint Kitts and Nevis,2009,101.08,939,5910,KNA
June,Suriname,2009,99.8,926,"5949,2841",SUR
June,Trinidad and Tobago,2009,157.7,278,"2842,5950",TTO
July,Bahamas,2009,99.72,274,"3775,5930",BHS
July,Barbados,2009,134.8,275,"2822,5931",BRB
July,Cuba,2009,123,,,CUB
July,Guyana,2009,98.2583,938,"5938,5958",GUY
July,Haiti,2009,160.9,276,"2831,5962",HTI
July,Jamaica,2009,143.3,277,"2833,5941",JAM
July,Dominican Republic,2009,91.9434107,270,"2839,5947",DOM
July,Suriname,2009,100,926,"2841,5949",SUR
July,Trinidad and Tobago,2009,157.7,278,"2842,5950",TTO
August,Bahamas,2009,99.7,274,"3775,5930",BHS
August,Barbados,2009,137.7,275,"2822,5931",BRB
August,Cuba,2009,123.3,,,CUB
August,Guyana,2009,99.492,938,"5958,5938",GUY
August,Haiti,2009,161.9,276,"2831,5962",HTI
August,Jamaica,2009,143.9,277,"2833,5941",JAM
August,Dominican Republic,2009,92.72747933,270,"2839,5947",DOM
August,Suriname,2009,101.4,926,"5949,2841",SUR
August,Trinidad and Tobago,2009,158.3,278,"5950,2842",TTO
September,Bahamas,2009,99.9,274,"3775,5930",BHS
September,Barbados,2009,138.6,275,"5931,2822",BRB
September,Cuba,2009,123.4,,,CUB
September,Guyana,2009,99.7823,938,"5938,5958",GUY
September,Haiti,2009,162.9,276,"2831,5962",HTI
September,Jamaica,2009,146.3,277,"2833,5941",JAM
September,Dominican Republic,2009,92.82974915,270,"2839,5947",DOM
September,Suriname,2009,102.7,926,"2841,5949",SUR
September,Trinidad and Tobago,2009,161.6,278,"2842,5950",TTO
October,Bahamas,2009,100.11,274,"5930,3775",BHS
October,Barbados,2009,138.6,275,"2822,5931",BRB
October,Cuba,2009,123.7,,,CUB
October,Guyana,2009,98.9115,938,"5958,5938",GUY
November,Saint Vincent and the Grenadines,2009,99.57537,940,5910,VCT
November,Saint Lucia,2009,101.99,925,"2840,5948",LCA
December,Antigua and Barbuda,2009,120.36,931,,ATG
December,Dominica,2009,98.88286246,936,5910,DMA
December,Grenada,2009,99.89,937,5910,GRD
October,Haiti,2009,163.5,276,"5962,2831",HTI
October,Jamaica,2009,147.5,277,"2833,5941",JAM
October,Dominican Republic,2009,93.04281128,270,"5947,2839",DOM
October,Suriname,2009,103.3,926,"5949,2841",SUR
October,Trinidad and Tobago,2009,160.5,278,"2842,5950",TTO
November,Bahamas,2009,100.26,274,"3775,5930",BHS
November,Barbados,2009,138.4,275,"2822,5931",BRB
November,Cuba,2009,123.8,,,CUB
November,Guyana,2009,99.5646,938,"5938,5958",GUY
November,Haiti,2009,164.1,276,"2831,5962",HTI
December,Saint Kitts and Nevis,2009,102.16,939,5910,KNA
December,Saint Vincent and the Grenadines,2009,100.43979,940,5910,VCT
December,Saint Lucia,2009,101.28,925,"2840,5948",LCA
July,Antigua and Barbuda,2009,117.38,931,,ATG
June,Saint Lucia,2009,102.2,925,"2840,5948",LCA
June,Saint Vincent and the Grenadines,2009,99.2569,940,5910,VCT
June,Saint Kitts and Nevis,2009,99.83,939,5910,KNA
June,Grenada,2009,99.44,937,5910,GRD
November,Jamaica,2009,148.7,277,"2833,5941",JAM
November,Dominican Republic,2009,94.03710122,270,"2839,5947",DOM
November,Suriname,2009,103.1,926,"2841,5949",SUR
November,Trinidad and Tobago,2009,159,278,"2842,5950",TTO
December,Bahamas,2009,100.15,274,"3775,5930",BHS
December,Barbados,2009,138.5,275,"2822,5931",BRB
December,Cuba,2009,123.9,,,CUB
December,Guyana,2009,100,938,"5938,5958",GUY
December,Haiti,2009,165,276,"2831,5962",HTI
December,Jamaica,2009,150.4,277,"2833,5941",JAM
December,Dominican Republic,2009,94.07119116,270,"2839,5947",DOM
December,Suriname,2009,102.5,926,"5949,2841",SUR
December,Trinidad and Tobago,2009,158.9,278,"5950,2842",TTO
June,Dominica,2009,96.470493,936,5910,DMA
June,Antigua and Barbuda,2009,117.1,931,,ATG
May,Saint Lucia,2009,101.9,925,"2840,5948",LCA
May,Saint Vincent and the Grenadines,2009,99.20382,940,5910,VCT
May,Saint Kitts and Nevis,2009,100.63,939,5910,KNA
May,Grenada,2009,100.03,937,5910,GRD
May,Dominica,2009,96.14668502,936,5910,DMA
May,Antigua and Barbuda,2009,116.62,931,,ATG
April,Saint Lucia,2009,102.63,925,"5948,2840",LCA
April,Saint Vincent and the Grenadines,2009,99.84835,940,5910,VCT
April,Saint Kitts and Nevis,2009,101.13,939,5910,KNA
April,Grenada,2009,100.33,937,5910,GRD
April,Dominica,2009,96.00097142,936,5910,DMA
April,Antigua and Barbuda,2009,117.09,931,,ATG
March,Saint Lucia,2009,102.49,925,"2840,5948",LCA
March,Saint Vincent and the Grenadines,2009,100.31847,940,5910,VCT
March,Saint Kitts and Nevis,2009,99.74,939,5910,KNA
January,Antigua and Barbuda,2009,117.43,931,,ATG
January,Dominica,2009,95.50716425,936,5910,DMA
January,Grenada,2009,101.94,937,5910,GRD
January,Saint Kitts and Nevis,2009,100.36,939,5910,KNA
January,Saint Vincent and the Grenadines,2009,101.78951,940,5910,VCT
January,Saint Lucia,2009,103.08,925,"2840,5948",LCA
February,Antigua and Barbuda,2009,116.24,931,,ATG
February,Dominica,2009,95.11049947,936,5910,DMA
February,Grenada,2009,100.88,937,5910,GRD
February,Saint Kitts and Nevis,2009,99.92,939,5910,KNA
February,Saint Vincent and the Grenadines,2009,100.84926,940,5910,VCT
February,Saint Lucia,2009,102.87,925,"5948,2840",LCA
March,Antigua and Barbuda,2009,116.68,931,,ATG
March,Dominica,2009,95.75811544,936,5910,DMA
March,Grenada,2009,100.45,937,5910,GRD
July,Dominica,2009,97.29620335,936,5910,DMA
April,Jamaica,2010,158.69844,277,"5941,2833",JAM
March,Trinidad and Tobago,2010,164.3,278,"2842,5950",TTO
March,Suriname,2010,103.4,926,"2841,5949",SUR
March,Dominican Republic,2010,96.32,270,"2839,5947",DOM
December,Saint Lucia,2010,105.56,925,"5948,2840",LCA
December,Saint Vincent and the Grenadines,2010,101.3,940,5910,VCT
December,Saint Kitts and Nevis,2010,107.47,939,5910,KNA
December,Grenada,2010,104.1,937,5910,GRD
December,Dominica,2010,99.19,936,5910,DMA
December,Antigua and Barbuda,2010,123.88,931,,ATG
November,Saint Lucia,2010,105.6,925,"2840,5948",LCA
November,Saint Vincent and the Grenadines,2010,101.2,940,5910,VCT
November,Saint Kitts and Nevis,2010,105.44,939,5910,KNA
November,Grenada,2010,104.55,937,5910,GRD
November,Dominica,2010,99.31,936,5910,DMA
November,Antigua and Barbuda,2010,123.26,931,,ATG
October,Saint Lucia,2010,105.91,925,"2840,5948",LCA
October,Saint Vincent and the Grenadines,2010,101.1,940,5910,VCT
October,Saint Kitts and Nevis,2010,100.73,939,5910,KNA
October,Grenada,2010,104.34,937,5910,GRD
October,Dominica,2010,100.3,936,5910,DMA
October,Antigua and Barbuda,2010,123.77,931,,ATG
September,Saint Lucia,2010,106.14,925,"5948,2840",LCA
September,Saint Vincent and the Grenadines,2010,100.8,940,5910,VCT
September,Saint Kitts and Nevis,2010,100.15,939,5910,KNA
September,Grenada,2010,104.3,937,5910,GRD
September,Dominica,2010,99.41,936,5910,DMA
September,Antigua and Barbuda,2010,123.03,931,,ATG
March,Jamaica,2010,156.6,277,"2833,5941",JAM
March,Haiti,2010,169.6,276,"2831,5962",HTI
February,Trinidad and Tobago,2010,163.4,278,"5950,2842",TTO
February,Suriname,2010,103.1,926,"2841,5949",SUR
February,Dominican Republic,2010,95.5,270,"2839,5947",DOM
February,Jamaica,2010,155.9,277,"5941,2833",JAM
February,Haiti,2010,168.6,276,"2831,5962",HTI
January,Trinidad and Tobago,2010,161.9,278,"2842,5950",TTO
January,Suriname,2010,102.7,926,"2841,5949",SUR
December,Trinidad and Tobago,2010,180.2,278,"2842,5950",TTO
November,Trinidad and Tobago,2010,179.3,278,"5950,2842",TTO
January,Dominican Republic,2010,95.36,270,"2839,5947",DOM
January,Jamaica,2010,152.6,277,"5941,2833",JAM
January,Haiti,2010,170.8,276,"2831,5962",HTI
December,Guyana,2010,104.5,938,"5938,5958",GUY
November,Belize,2010,98.96,934,"1011,5952",BLZ
November,Guyana,2010,103.7,938,"5938,5958",GUY
December,Barbados,2010,147.5,275,"5931,2822",BRB
November,Barbados,2010,145.5,275,"2822,5931",BRB
October,Guyana,2010,104.1,938,"5938,5958",GUY
