Months,Country,Year,Value,Source,Notes,ISO3
May,Haiti,2009,163.12,409,,HTI
April,Haiti,2009,162.83,409,,HTI
March,Haiti,2009,162.51,409,,HTI
February,Haiti,2009,162.26,409,,HTI
January,Dominican Republic,2009,94.42659,409,,DOM
December,Dominican Republic,2009,96.5805,409,,DOM
July,Haiti,2010,170.75,409,,HTI
August,Haiti,2010,171.3,409,,HTI
September,Haiti,2010,171.6,409,,HTI
October,Haiti,2010,172.2,409,,HTI
November,Haiti,2010,172.79,409,,HTI
December,Haiti,2010,174.2,409,,HTI
May,Haiti,2010,170.1,409,,HTI
April,Haiti,2010,169.45,409,,HTI
March,Haiti,2010,169.26,409,,HTI
February,Haiti,2010,168.97,409,,HTI
January,Haiti,2010,169.39,409,,HTI
January,Dominican Republic,2010,96.46563,409,,DOM
February,Dominican Republic,2010,96.64864,409,,DOM
March,Dominican Republic,2010,96.74688,409,,DOM
April,Dominican Republic,2010,97.03107,409,,DOM
May,Dominican Republic,2010,97.37569,409,,DOM
June,Dominican Republic,2010,97.65387,409,,DOM
July,Dominican Republic,2010,97.74654,409,,DOM
August,Dominican Republic,2010,98.30353,409,,DOM
September,Dominican Republic,2010,99.36715,409,,DOM
October,Dominican Republic,2010,99.49872,409,,DOM
November,Dominican Republic,2010,99.80547,409,,DOM
December,Dominican Republic,2010,100,409,,DOM
June,Haiti,2010,170.45,409,,HTI
July,Dominican Republic,2011,102.62428,409,,DOM
May,Dominican Republic,2011,101.76249,409,,DOM
April,Dominican Republic,2011,101.56946,409,,DOM
March,Dominican Republic,2011,101.25937,409,,DOM
February,Dominican Republic,2011,100.83344,409,,DOM
January,Dominican Republic,2011,100.41619,409,,DOM
August,Dominican Republic,2011,103.44163,409,,DOM
September,Dominican Republic,2011,103.87023,409,,DOM
October,Dominican Republic,2011,104.05609,409,,DOM
November,Dominican Republic,2011,104.27345,409,,DOM
December,Dominican Republic,2011,104.53059,409,,DOM
December,Haiti,2011,185.54,409,,HTI
November,Haiti,2011,185.18,409,,HTI
October,Haiti,2011,184.89,409,,HTI
September,Haiti,2011,182.33,409,,HTI
August,Haiti,2011,180.99,409,,HTI
July,Haiti,2011,180.92,409,,HTI
June,Haiti,2011,180.03,409,,HTI
May,Haiti,2011,177.83,409,,HTI
April,Haiti,2011,176.56,409,,HTI
March,Haiti,2011,176.05,409,,HTI
February,Haiti,2011,175.1,409,,HTI
January,Haiti,2011,174.89,409,,HTI
June,Dominican Republic,2011,102.17005,409,,DOM
March,Haiti,2012,186.81,409,,HTI
November,Haiti,2012,197.45,409,,HTI
October,Haiti,2012,197.12,409,,HTI
September,Haiti,2012,193.71,409,,HTI
August,Haiti,2012,192.02,409,,HTI
July,Haiti,2012,191.35,409,,HTI
December,Dominican Republic,2012,108.842,409,,DOM
November,Dominican Republic,2012,108.313,409,,DOM
October,Dominican Republic,2012,108.03,409,,DOM
September,Dominican Republic,2012,107.944,409,,DOM
August,Dominican Republic,2012,107.424,409,,DOM
July,Dominican Republic,2012,105.75,409,,DOM
June,Dominican Republic,2012,105.573,409,,DOM
May,Dominican Republic,2012,105.434,409,,DOM
April,Dominican Republic,2012,105.36,409,,DOM
March,Dominican Republic,2012,105.246,409,,DOM
February,Dominican Republic,2012,105.094,409,,DOM
January,Dominican Republic,2012,104.9,409,,DOM
January,Haiti,2012,185.98,409,,HTI
February,Haiti,2012,186.48,409,,HTI
June,Haiti,2012,190.17,409,,HTI
April,Haiti,2012,187.66,409,,HTI
May,Haiti,2012,188.65,409,,HTI
December,Haiti,2012,198.13,409,,HTI
February,Dominican Republic,2013,110.802,409,,DOM
March,Dominican Republic,2013,111.061,409,,DOM
April,Dominican Republic,2013,111.187,409,,DOM
May,Dominican Republic,2013,111.298,409,,DOM
January,Dominican Republic,2013,110.239,409,,DOM
June,Dominican Republic,2013,111.447,409,,DOM
January,Haiti,2013,198.78,409,,HTI
February,Haiti,2013,199.34,409,,HTI
March,Haiti,2013,199.72,409,,HTI
April,Haiti,2013,200.23,409,,HTI
May,Haiti,2013,201.27,409,,HTI
June,Haiti,2013,201.65,409,,HTI
July,Dominican Republic,2013,111.646,409,,DOM
August,Dominican Republic,2013,112.18,409,,DOM
September,Dominican Republic,2013,112.71,409,,DOM
October,Dominican Republic,2013,112.816,409,,DOM
November,Dominican Republic,2013,112.914,409,,DOM
